Card Name,Mana Cost,Rarity,J2SJosh Rating,Cast Bucket,Required Colors,Hybrid Colors,Archetype,Archetype Code,Archetype Size,Role In Archetype,Rating Note,Scryfall URL,Image URL
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Awaken the Inferno,{4}{R},Common,2.5,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/74/awaken-the-inferno,https://cards.scryfall.io/normal/front/c/5/c596c4ec-8480-4be9-a45d-700398a126f6.jpg?1789556812
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Blazing Crescendo,{1}{R},Common,1.5,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/75/blazing-crescendo,https://cards.scryfall.io/normal/front/8/4/8414a98c-0c79-4884-bc9b-061a6456b392.jpg?1789060147
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Chandra's Emberling,{2}{R},Common,2.0,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/76/chandras-emberling,https://cards.scryfall.io/normal/front/3/a/3a64c5f4-9cfc-4d19-bd99-13d619b1aa9d.jpg?1789385708
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Command the Stage,{2}{R},Uncommon,2.5,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/77/command-the-stage,https://cards.scryfall.io/normal/front/f/3/f3307da2-6dad-4ef2-9614-a7d34f38088e.jpg?1789644825
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Craterclaw Colossus,{4}{R}{R}{R},Mythic,3.5,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/78/craterclaw-colossus,https://cards.scryfall.io/normal/front/4/7/47793a51-08c6-4ad2-a7e5-a4484d83a5cd.jpg?1788329298
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Black/Red/Green,BRG,3,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Blue/Black/Red,WUBR,4,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Blue/Red/Green,WURG,4,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Black/Red/Green,WBRG,4,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,Blue/Black/Red/Green,UBRG,4,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Curse-Marred Demon,{2}{R}{R},Rare,4.0,Mono Red,R,,White/Blue/Black/Red/Green,WUBRG,5,Mono,,https://scryfall.com/card/fra/79/curse-marred-demon,https://cards.scryfall.io/normal/front/8/f/8f827e50-0a08-4bc8-98b1-b26c9af15ef2.jpg?1789470818
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Red,R,1,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,White/Red,WR,2,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Blue/Red,UR,2,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Black/Red,BR,2,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Red/Green,RG,2,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,White/Blue/Red,WUR,3,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,White/Black/Red,WBR,3,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,White/Red/Green,WRG,3,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Blue/Black/Red,UBR,3,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
Draconic Visitor,{3}{R}{R},Rare,4.0,Mono Red,R,,Blue/Red/Green,URG,3,Mono,,https://scryfall.com/card/fra/80/draconic-visitor,https://cards.scryfall.io/normal/front/1/1/112f8478-bd89-4a14-9721-8ab750613129.jpg?1789470842
